,Machine failure,Type,Rotational speed [rpm],Torque [Nm],Tool wear [min],Temp difference,Power
5697,0,0,1354,49.4,117,9.399999999999977,66887.59999999999
5698,0,0,1265,59.8,119,9.399999999999977,75647.0
5699,0,0,1867,25.9,121,9.5,48355.299999999996
5700,0,0,1497,41.6,123,9.399999999999977,62275.200000000004
5701,0,1,1347,54.3,125,9.399999999999977,73142.09999999999
5702,0,0,1544,43.2,128,9.399999999999977,66700.8
5703,0,2,1456,45.4,130,9.399999999999977,66102.4
5704,0,0,1335,52.7,135,9.300000000000011,70354.5
5705,0,0,1452,43.1,137,9.5,62581.200000000004
5706,1,0,1290,70.0,139,9.5,90300.0
5707,0,0,1448,43.4,141,9.400000000000034,62843.2
5708,0,0,1611,38.6,143,9.399999999999977,62184.600000000006
5709,0,0,1556,38.6,145,9.5,60061.600000000006
5710,0,2,1413,46.5,147,9.5,65704.5
5711,0,0,1545,35.9,152,9.400000000000034,55465.5
5712,0,0,1330,54.6,154,9.5,72618.0
5713,0,0,1596,38.0,156,9.699999999999989,60648.0
5714,0,0,1618,36.0,158,9.600000000000023,58248.0
5715,0,2,1597,35.8,160,9.699999999999989,57172.6
5716,0,0,1354,52.2,165,9.699999999999989,70678.8
5717,0,0,1746,28.1,167,9.699999999999989,49062.600000000006
5718,0,0,1621,32.5,169,9.600000000000023,52682.5
5719,0,0,1398,43.3,171,9.699999999999989,60533.399999999994
5720,0,0,1434,51.9,173,9.599999999999966,74424.59999999999
5721,0,1,1443,43.4,175,9.5,62626.2
5722,0,0,1488,44.6,178,9.5,66364.8
5723,0,1,1475,48.0,180,9.5,70800.0
5724,0,0,1433,50.3,183,9.5,72079.9
5725,0,1,1557,34.1,185,9.5,53093.700000000004
5726,0,1,1398,50.1,188,9.5,70039.8
5727,0,1,1559,34.4,191,9.5,53629.6
5728,0,1,1422,46.4,194,9.5,65980.8
5729,0,1,1463,35.7,197,9.5,52229.100000000006
5730,0,0,1793,25.3,200,9.399999999999977,45362.9
5731,0,0,1872,20.4,202,9.400000000000034,38188.799999999996
5732,0,0,1412,44.5,204,9.5,62834.0
5733,0,0,1487,43.2,206,9.5,64238.4
5734,1,0,1369,56.2,208,9.5,76937.8
5735,0,0,1673,30.1,210,9.400000000000034,50357.3
5736,0,1,1439,36.6,212,9.5,52667.4
5737,0,0,1574,42.8,215,9.5,67367.2
5738,0,0,1281,48.8,0,9.399999999999977,62512.799999999996
5739,0,1,1653,31.4,2,9.5,51904.2
5740,0,1,1535,38.3,5,9.399999999999977,58790.49999999999
5741,0,1,1483,40.5,8,9.399999999999977,60061.5
5742,0,0,1414,47.0,11,9.399999999999977,66458.0
5743,0,1,1379,42.9,13,9.400000000000034,59159.1
5744,0,2,1482,42.6,16,9.300000000000011,63133.200000000004
5745,0,0,1987,20.1,21,9.399999999999977,39938.700000000004
5746,0,1,1635,31.6,23,9.399999999999977,51666.0
5747,0,0,1533,39.4,26,9.399999999999977,60400.2
5748,0,1,1576,34.0,28,9.5,53584.0
5749,0,2,1330,62.4,31,9.600000000000023,82992.0
5750,0,0,1981,21.8,36,9.600000000000023,43185.8
5751,0,2,1475,42.8,38,9.5,63129.99999999999
5752,0,2,1804,25.0,43,9.5,45100.0
5753,0,0,1416,54.1,48,9.400000000000034,76605.6
5754,0,0,1727,27.7,50,9.399999999999977,47837.9
5755,0,0,1391,49.2,52,9.299999999999955,68437.2
5756,0,1,1366,52.3,54,9.5,71441.8
5757,0,0,1366,55.6,57,9.400000000000034,75949.6
5758,0,0,1501,40.8,59,9.400000000000034,61240.799999999996
5759,0,0,1551,35.8,61,9.5,55525.799999999996
5760,0,1,1522,35.6,63,9.400000000000034,54183.200000000004
5761,0,0,1369,49.8,66,9.300000000000011,68176.2
5762,0,0,1334,52.3,68,9.399999999999977,69768.2
5763,0,2,1451,39.4,70,9.399999999999977,57169.4
5764,0,0,1589,37.9,75,9.5,60223.1
5765,0,0,1708,30.5,77,9.600000000000023,52094.0
5766,0,1,1413,42.6,79,9.5,60193.8
5767,0,1,1415,46.5,82,9.599999999999966,65797.5
5768,0,0,1421,45.9,85,9.600000000000023,65223.9
5769,0,0,1348,51.0,87,9.600000000000023,68748.0
5770,0,0,1408,42.9,89,9.599999999999966,60403.2
5771,0,0,1525,43.7,91,9.599999999999966,66642.5
5772,0,0,1706,29.9,93,9.699999999999989,51009.399999999994
5773,0,2,1395,46.8,95,9.599999999999966,65285.99999999999
5774,0,0,1602,34.3,100,9.600000000000023,54948.6
5775,0,0,1907,21.5,102,9.5,41000.5
5776,0,0,1325,49.2,104,9.5,65190.00000000001
5777,0,0,1408,44.4,106,9.5,62515.2
5778,0,1,1489,41.4,108,9.400000000000034,61644.6
5779,0,0,1680,29.2,111,9.5,49056.0
5780,0,0,1517,42.4,113,9.5,64320.799999999996
5781,0,1,1618,36.7,115,9.400000000000034,59380.600000000006
5782,0,0,1455,39.8,118,9.400000000000034,57908.99999999999
5783,0,2,1543,36.4,120,9.300000000000011,56165.2
5784,0,1,1399,41.8,125,9.300000000000011,58478.2
5785,0,0,1469,37.2,128,9.400000000000034,54646.8
5786,0,0,1521,36.7,130,9.5,55820.700000000004
5787,0,0,1584,38.8,132,9.600000000000023,61459.2
5788,0,0,1443,43.3,134,9.699999999999989,62481.899999999994
5789,0,1,1416,49.0,136,9.699999999999989,69384.0
5790,0,1,1563,34.5,139,9.5,53923.5
5791,0,1,1542,40.1,142,9.5,61834.200000000004
5792,0,1,1624,31.6,145,9.5,51318.4
5793,0,0,1471,44.2,148,9.5,65018.200000000004
5794,0,1,1492,40.8,150,9.600000000000023,60873.6
5795,0,1,1465,39.9,153,9.5,58453.5
5796,0,0,1399,55.1,156,9.400000000000034,77084.90000000001
5797,0,0,1431,42.6,158,9.399999999999977,60960.6
5798,0,0,1600,39.0,160,9.399999999999977,62400.0
5799,0,0,1593,34.5,162,9.300000000000011,54958.5
5800,0,0,1469,44.7,164,9.399999999999977,65664.3
5801,0,0,1413,44.6,166,9.300000000000011,63019.8
5802,0,0,1490,38.0,168,9.400000000000034,56620.0
5803,0,0,1671,31.1,170,9.399999999999977,51968.100000000006
5804,0,0,1365,46.5,172,9.399999999999977,63472.5
5805,0,1,1557,39.3,174,9.5,61190.1
5806,0,0,1440,45.4,177,9.5,65376.0
5807,0,1,1489,38.9,179,9.5,57922.1
5808,0,0,1733,25.7,182,9.600000000000023,44538.1
5809,0,2,1580,36.6,184,9.699999999999989,57828.0
5810,0,0,1856,21.9,189,9.699999999999989,40646.399999999994
5811,0,0,1454,40.3,191,9.800000000000011,58596.2
5812,0,0,1495,36.3,193,9.700000000000045,54268.49999999999
5813,0,0,1761,29.1,195,9.800000000000011,51245.100000000006
5814,0,1,1402,47.5,197,9.699999999999989,66595.0
5815,0,0,1670,33.0,200,9.800000000000011,55110.0
5816,0,0,1582,35.6,202,9.699999999999989,56319.200000000004
5817,0,0,1542,35.1,204,9.699999999999989,54124.200000000004
5818,0,0,1539,36.9,206,9.699999999999989,56789.1
5819,0,0,1418,41.9,208,9.699999999999989,59414.2
5820,0,0,1723,27.6,210,9.800000000000011,47554.8
5821,0,0,1303,49.2,212,9.800000000000011,64107.600000000006
5822,0,1,1463,50.2,214,9.699999999999989,73442.6
5823,0,0,1544,39.3,217,9.800000000000011,60679.2
5824,0,0,1596,37.2,219,9.800000000000011,59371.200000000004
5825,0,0,1413,42.0,221,9.800000000000011,59346.0
5826,0,1,1492,41.2,223,9.800000000000011,61470.4
5827,0,0,1624,40.9,0,9.800000000000011,66421.59999999999
5828,0,0,1504,39.1,2,9.800000000000011,58806.4
5829,0,1,1574,34.3,4,9.900000000000034,53988.2
5830,0,1,1438,42.4,7,9.899999999999977,60971.2
5831,0,0,1474,50.7,10,10.0,74731.8
5832,0,0,1675,32.1,12,9.899999999999977,53767.5
5833,0,0,1457,44.5,14,9.899999999999977,64836.5
5834,0,0,1434,49.8,16,10.0,71413.2
5835,0,0,1668,30.1,18,9.899999999999977,50206.8
5836,0,0,1550,39.7,20,9.900000000000034,61535.00000000001
5837,0,1,1834,25.4,22,9.800000000000011,46583.6
5838,0,1,1476,36.5,25,9.800000000000011,53874.0
5839,0,1,1541,36.3,28,9.800000000000011,55938.299999999996
5840,0,1,1581,30.9,31,9.800000000000011,48852.899999999994
5841,0,1,1678,30.7,34,9.800000000000011,51514.6
5842,0,0,1355,50.6,37,9.800000000000011,68563.0
5843,0,0,1700,28.8,39,9.699999999999989,48960.0
5844,0,0,1462,37.1,41,9.700000000000045,54240.200000000004
5845,0,1,1727,26.5,43,9.800000000000011,45765.5
5846,0,0,1674,33.3,46,9.900000000000034,55744.2
5847,0,0,1397,42.3,48,9.900000000000034,59093.1
5848,0,0,2323,15.9,50,9.900000000000034,36935.700000000004
5849,0,1,1434,47.6,52,9.800000000000011,68258.40000000001
5850,0,0,1560,35.3,55,9.800000000000011,55067.99999999999
5851,0,0,1573,32.8,57,9.800000000000011,51594.399999999994
5852,0,2,1798,22.3,59,9.699999999999989,40095.4
5853,0,0,1567,35.1,64,9.800000000000011,55001.700000000004
5854,0,0,1416,53.3,66,9.699999999999989,75472.8
5855,0,1,1424,45.2,68,9.699999999999989,64364.8
5856,0,2,1598,35.9,71,9.699999999999989,57368.2
5857,0,0,1760,23.9,76,9.599999999999966,42064.0
5858,0,0,1348,44.5,78,9.699999999999989,59986.0
5859,0,0,1542,33.6,80,9.699999999999989,51811.200000000004
5860,0,0,1566,33.1,82,9.599999999999966,51834.600000000006
5861,0,0,1554,47.7,84,9.699999999999989,74125.8
5862,0,0,1470,40.6,86,9.600000000000023,59682.0
5863,0,1,1758,25.4,88,9.700000000000045,44653.2
5864,0,1,1486,36.5,91,9.600000000000023,54239.0
5865,0,1,1402,40.0,94,9.600000000000023,56080.0
5866,0,0,1459,45.1,97,9.600000000000023,65800.90000000001
5867,0,0,1494,45.3,99,9.5,67678.2
5868,0,0,1731,27.9,101,9.600000000000023,48294.899999999994
5869,0,0,2076,18.7,103,9.600000000000023,38821.2
5870,0,0,2055,16.8,105,9.600000000000023,34524.0
5871,0,0,1469,49.5,107,9.600000000000023,72715.5
5872,0,1,1504,42.6,109,9.5,64070.4
5873,0,1,1396,43.5,112,9.600000000000023,60726.0
5874,0,1,1660,33.8,115,9.600000000000023,56107.99999999999
5875,0,1,1577,39.7,118,9.5,62606.9
5876,0,0,1426,52.1,121,9.600000000000023,74294.6
5877,0,0,1458,41.4,123,9.600000000000023,60361.2
5878,0,0,1533,45.8,125,9.600000000000023,70211.4
5879,0,0,1701,28.4,127,9.600000000000023,48308.399999999994
5880,0,0,1434,49.6,129,9.600000000000023,71126.40000000001
5881,0,0,1952,22.7,131,9.700000000000045,44310.4
5882,0,0,1469,36.9,133,9.700000000000045,54206.1
5883,0,0,1800,26.0,135,9.700000000000045,46800.0
5884,0,1,1438,43.0,137,9.800000000000011,61834.0
5885,0,0,1647,28.2,140,9.800000000000011,46445.4
5886,0,0,1494,41.9,142,9.700000000000045,62598.6
5887,0,2,1445,41.4,144,9.700000000000045,59823.0
5888,0,1,1507,38.6,149,9.600000000000023,58170.200000000004
5889,0,1,1234,55.8,152,9.600000000000023,68857.2
5890,0,0,1634,32.6,155,9.600000000000023,53268.4
5891,0,0,1334,53.3,157,9.600000000000023,71102.2
5892,0,0,1472,44.5,159,9.700000000000045,65504.0
5893,0,1,1410,52.7,161,9.699999999999989,74307.0
5894,0,0,1597,37.9,164,9.699999999999989,60526.299999999996
5895,0,1,1460,46.7,166,9.699999999999989,68182.0
5896,0,0,1274,55.7,169,9.699999999999989,70961.8
5897,0,1,1517,40.2,171,9.699999999999989,60983.4
5898,0,0,1300,57.2,174,9.699999999999989,74360.0
5899,0,2,1686,27.7,176,9.700000000000045,46702.2
5900,0,1,1485,41.0,181,9.800000000000011,60885.0
5901,0,0,1464,45.8,184,9.699999999999989,67051.2
5902,0,0,1598,35.4,186,9.700000000000045,56569.2
5903,0,0,1894,21.9,188,9.600000000000023,41478.6
5904,0,1,1330,59.0,190,9.699999999999989,78470.0
5905,0,2,1582,31.1,193,9.699999999999989,49200.200000000004
5906,0,0,1533,35.6,198,9.600000000000023,54574.8
5907,0,2,1419,46.4,200,9.599999999999966,65841.59999999999
5908,0,1,1526,36.3,205,9.5,55393.799999999996
5909,1,2,1364,65.3,208,9.5,89069.2
5910,0,1,1458,43.4,0,9.5,63277.2
5911,0,1,1288,64.0,3,9.599999999999966,82432.0
5912,0,1,1659,29.8,6,9.600000000000023,49438.200000000004
5913,0,2,1479,52.3,9,9.5,77351.7
5914,0,0,1592,36.0,14,9.600000000000023,57312.0
5915,0,1,1532,38.7,16,9.599999999999966,59288.4
5916,0,0,1555,41.9,19,9.599999999999966,65154.5
5917,0,0,1341,52.6,21,9.599999999999966,70536.6
5918,0,0,1541,42.0,23,9.5,64722.0
5919,0,0,1414,50.6,25,9.699999999999989,71548.40000000001
5920,0,0,1764,25.9,27,9.699999999999989,45687.6
5921,0,0,1336,57.1,29,9.800000000000011,76285.6
5922,0,0,1435,43.3,31,9.800000000000011,62135.49999999999
5923,0,1,1537,35.0,33,9.900000000000034,53795.0
5924,0,0,1369,48.8,36,9.899999999999977,66807.2
5925,0,1,1619,31.3,38,9.900000000000034,50674.700000000004
5926,0,0,1440,51.1,41,9.900000000000034,73584.0
5927,0,0,1649,30.5,43,9.900000000000034,50294.5
5928,0,1,1550,38.7,45,9.900000000000034,59985.00000000001
5929,0,0,1471,45.2,48,9.899999999999977,66489.2
5930,0,0,1483,51.6,50,10.0,76522.8
5931,0,0,1336,54.4,52,10.099999999999966,72678.4
5932,0,0,1515,36.6,54,10.0,55449.0
5933,0,0,1373,47.4,56,10.0,65080.2
5934,0,2,1454,51.2,58,9.899999999999977,74444.8
5935,0,0,1646,34.5,63,10.0,56787.0
5936,0,1,1548,37.3,65,9.899999999999977,57740.399999999994
5937,0,1,1462,41.3,68,9.899999999999977,60380.6
5938,0,0,1702,33.1,71,9.899999999999977,56336.200000000004
5939,0,0,1409,60.9,73,10.0,85808.09999999999
5940,0,1,1427,52.8,75,10.0,75345.59999999999
5941,1,0,1438,48.5,78,10.099999999999966,69743.0
5942,0,0,1450,43.4,80,10.0,62930.0
5943,0,0,1541,41.3,82,10.0,63643.299999999996
5944,0,1,1484,38.0,84,9.900000000000034,56392.0
5945,0,1,1415,44.5,87,10.0,62967.5
5946,0,0,1496,46.4,90,10.100000000000023,69414.4
5947,0,1,1465,45.2,92,10.100000000000023,66218.0
5948,0,0,2113,18.5,95,10.100000000000023,39090.5
5949,0,1,1506,44.0,97,10.100000000000023,66264.0
5950,0,0,1689,28.9,100,10.100000000000023,48812.1
5951,0,0,1650,29.4,102,10.199999999999989,48510.0
5952,0,0,1563,33.8,104,10.100000000000023,52829.399999999994
5953,0,1,1486,38.9,106,10.199999999999989,57805.4
5954,0,0,1732,25.7,109,10.099999999999966,44512.4
5955,0,0,1653,31.6,111,10.100000000000023,52234.8
5956,0,0,1535,37.1,113,10.199999999999989,56948.5
5957,0,0,1637,37.2,115,10.199999999999989,60896.4
5958,0,0,1533,38.5,117,10.199999999999989,59020.5
5959,0,0,1378,51.2,119,10.199999999999989,70553.6
5960,0,0,1606,33.5,121,10.199999999999989,53801.0
5961,0,0,1539,32.3,123,10.399999999999977,49709.7
5962,0,0,1728,26.3,125,10.300000000000011,45446.4
5963,0,2,1656,36.3,127,10.300000000000011,60112.799999999996
5964,0,2,1631,30.5,132,10.300000000000011,49745.5
5965,0,2,1447,46.5,137,10.399999999999977,67285.5
5966,0,0,1396,49.3,142,10.400000000000034,68822.8
5967,0,0,1390,52.5,144,10.400000000000034,72975.0
5968,0,0,1348,56.0,146,10.400000000000034,75488.0
5969,0,1,1491,35.9,148,10.400000000000034,53526.9
5970,0,0,1520,37.6,151,10.400000000000034,57152.0
5971,0,0,1509,33.0,153,10.300000000000011,49797.0
5972,0,0,1445,46.6,155,10.300000000000011,67337.0
5973,0,0,1354,51.8,157,10.300000000000011,70137.2
5974,0,0,1488,39.4,159,10.199999999999989,58627.2
5975,0,2,1654,28.6,161,10.199999999999989,47304.4
5976,0,2,1378,51.5,166,10.100000000000023,70967.0
5977,0,0,1750,30.6,171,10.099999999999966,53550.0
5978,0,0,1448,46.3,173,10.100000000000023,67042.4
5979,0,2,1501,45.3,175,10.099999999999966,67995.3
5980,0,1,1654,32.0,180,10.099999999999966,52928.0
5981,0,1,1347,46.5,183,10.0,62635.5
5982,0,0,1486,37.1,186,10.100000000000023,55130.6
5983,0,2,1466,45.2,188,10.0,66263.2
5984,0,2,1346,52.0,193,10.100000000000023,69992.0
5985,0,0,1314,42.4,198,10.0,55713.6
5986,0,0,1440,52.5,200,10.099999999999966,75600.0
5987,0,0,1608,39.5,202,10.100000000000023,63516.0
5988,0,2,1296,58.2,204,10.100000000000023,75427.2
5989,0,0,1507,46.1,209,10.0,69472.7
5990,0,1,1343,51.6,211,10.0,69298.8
5991,0,0,1416,40.4,214,10.0,57206.4
5992,0,0,1288,47.2,216,9.900000000000034,60793.600000000006
5993,0,1,1407,42.4,218,9.900000000000034,59656.799999999996
5994,0,0,1608,39.2,221,9.799999999999955,63033.600000000006
5995,0,0,1920,22.3,223,9.699999999999989,42816.0
5996,0,1,1386,48.2,225,9.699999999999989,66805.2
5997,0,1,1571,34.6,228,9.699999999999989,54356.600000000006
5998,0,1,1613,36.9,231,9.800000000000011,59519.7
5999,1,1,1671,30.5,234,9.800000000000011,50965.5
6000,0,2,1431,43.2,0,9.800000000000011,61819.200000000004
6001,0,1,1380,47.3,5,9.800000000000011,65273.99999999999
6002,0,0,1683,31.5,8,9.800000000000011,53014.5
6003,0,0,1529,36.2,10,9.800000000000011,55349.8
6004,0,0,1761,26.5,12,9.899999999999977,46666.5
6005,0,0,1570,38.3,14,9.899999999999977,60130.99999999999
6006,0,1,2156,18.0,16,9.899999999999977,38808.0
6007,0,1,1349,54.5,19,9.900000000000034,73520.5
6008,0,0,1431,39.3,22,10.0,56238.299999999996
6009,0,0,1931,22.0,24,10.0,42482.0
6010,0,2,1428,43.4,26,10.0,61975.2
6011,0,0,1564,36.2,31,10.0,56616.8
6012,0,2,1425,44.0,33,10.099999999999966,62700.0
6013,0,0,1597,30.5,38,10.100000000000023,48708.5
6014,0,2,1618,32.8,40,10.0,53070.399999999994
6015,0,1,1520,38.0,45,10.0,57760.0
6016,0,0,1425,45.3,48,10.0,64552.49999999999
6017,0,0,1398,38.2,50,10.099999999999966,53403.600000000006
6018,0,1,1557,31.6,52,10.099999999999966,49201.200000000004
6019,0,0,1519,43.9,55,10.100000000000023,66684.09999999999
6020,0,0,1619,34.9,57,10.100000000000023,56503.1
6021,0,0,1814,21.4,59,10.100000000000023,38819.6
6022,0,0,1521,39.4,61,10.199999999999989,59927.4
6023,0,1,1369,51.2,63,10.199999999999989,70092.8
6024,1,0,1356,65.3,66,10.199999999999989,88546.8
6025,0,0,1336,53.3,68,10.300000000000011,71208.8
6026,0,0,1403,48.3,70,10.300000000000011,67764.9
6027,0,1,1413,44.3,72,10.300000000000011,62595.899999999994
6028,0,0,1472,47.6,75,10.299999999999955,70067.2
6029,0,1,1452,47.9,77,10.100000000000023,69550.8
6030,0,0,1397,53.7,80,10.099999999999966,75018.90000000001
6031,0,0,1455,40.6,82,10.099999999999966,59073.0
6032,0,0,1754,27.7,84,10.100000000000023,48585.799999999996
6033,0,0,1471,37.9,86,10.299999999999955,55750.9
6034,0,1,1389,48.1,88,10.199999999999989,66810.90000000001
6035,0,1,1702,30.3,91,10.299999999999955,51570.6
6036,0,1,1401,54.6,94,10.399999999999977,76494.6
6037,0,0,1426,46.2,97,10.400000000000034,65881.2
6038,0,0,1496,38.3,99,10.300000000000011,57296.799999999996
6039,0,0,1433,42.6,101,10.299999999999955,61045.8
6040,0,1,1438,46.6,103,10.400000000000034,67010.8
6041,0,1,1418,49.3,106,10.300000000000011,69907.4
6042,0,1,1580,36.6,109,10.199999999999989,57828.0
6043,0,1,1468,41.8,112,10.199999999999989,61362.399999999994
6044,0,1,1522,41.7,115,10.099999999999966,63467.4
6045,0,0,1311,55.8,118,10.099999999999966,73153.8
6046,0,0,1316,56.5,120,10.100000000000023,74354.0
6047,0,2,1853,23.6,122,10.100000000000023,43730.8
6048,0,1,1556,38.8,127,10.100000000000023,60372.799999999996
6049,0,1,1567,34.3,130,10.100000000000023,53748.1
6050,0,1,1546,37.7,133,10.200000000000045,58284.200000000004
6051,0,0,1382,51.2,136,10.100000000000023,70758.40000000001
6052,0,0,2003,20.2,138,10.100000000000023,40460.6
6053,0,0,1748,29.9,140,10.099999999999966,52265.2
6054,0,2,1518,40.1,142,10.100000000000023,60871.8
6055,0,0,1475,42.0,147,10.100000000000023,61950.0
6056,0,0,1634,29.2,149,10.0,47712.799999999996
6057,0,0,1689,32.9,151,10.0,55568.1
6058,0,1,1636,35.3,153,10.0,57750.799999999996
6059,0,0,2235,15.8,156,10.100000000000023,35313.0
6060,0,0,1615,35.6,158,10.100000000000023,57494.0
6061,0,2,1618,29.5,160,10.0,47731.0
6062,0,1,1407,53.0,165,10.099999999999966,74571.0
6063,0,0,1450,43.3,168,10.0,62784.99999999999
6064,0,0,1889,23.8,170,10.0,44958.200000000004
6065,0,0,1568,38.2,172,9.899999999999977,59897.600000000006
6066,0,0,1804,25.8,174,10.0,46543.200000000004
6067,0,0,1582,37.5,176,10.0,59325.0
6068,0,1,2047,17.9,178,9.899999999999977,36641.299999999996
6069,0,0,1601,34.0,181,10.0,54434.0
6070,0,0,1615,32.0,183,10.0,51680.0
6071,0,1,1452,43.6,185,9.900000000000034,63307.200000000004
6072,0,1,1695,30.2,188,9.900000000000034,51189.0
6073,0,1,1790,26.2,191,9.900000000000034,46898.0
6074,0,1,1533,39.3,194,9.800000000000011,60246.899999999994
6075,0,0,1813,28.5,197,9.899999999999977,51670.5
6076,0,0,1492,36.7,199,9.899999999999977,54756.4
6077,0,0,1479,43.3,201,9.800000000000011,64040.7
6078,1,0,1339,59.1,203,9.899999999999977,79134.90000000001
6079,0,1,1371,44.7,205,9.899999999999977,61283.700000000004
6080,0,0,1468,36.2,208,9.800000000000011,53141.600000000006
6081,0,0,1517,41.7,210,9.800000000000011,63258.9
6082,0,0,1352,46.4,212,9.800000000000011,62732.799999999996
6083,0,0,1389,50.0,214,9.800000000000011,69450.0
6084,0,1,1505,36.2,0,9.800000000000011,54481.00000000001
6085,0,0,1538,36.7,3,9.700000000000045,56444.600000000006
6086,0,0,1482,37.0,5,9.900000000000034,54834.0
6087,0,1,1599,33.0,7,9.900000000000034,52767.0
6088,0,0,1476,39.0,10,9.900000000000034,57564.0
6089,0,0,1509,37.5,12,9.800000000000011,56587.5
6090,0,0,1708,29.1,14,9.900000000000034,49702.8
6091,0,0,1412,57.5,16,9.800000000000011,81190.0
6092,0,0,1658,28.5,18,9.800000000000011,47253.0
6093,0,0,1375,57.2,20,9.800000000000011,78650.0
6094,0,1,1402,48.1,22,9.900000000000034,67436.2
6095,0,1,1452,47.3,25,9.800000000000011,68679.59999999999
6096,0,1,1483,40.8,28,9.899999999999977,60506.399999999994
6097,0,2,1477,38.4,31,9.900000000000034,56716.799999999996
6098,0,1,1924,22.4,36,9.899999999999977,43097.6
6099,0,2,1609,28.7,39,9.800000000000011,46178.299999999996
6100,0,1,1886,21.1,44,9.899999999999977,39794.600000000006
6101,0,0,1616,29.6,47,9.900000000000034,47833.600000000006
6102,0,0,1442,43.2,49,10.0,62294.4
6103,0,0,1407,45.1,51,10.0,63455.700000000004
6104,0,1,1461,41.3,53,10.0,60339.299999999996
6105,0,1,1522,46.2,56,10.099999999999966,70316.40000000001
6106,0,0,1432,48.1,59,10.100000000000023,68879.2
6107,0,0,1438,49.0,61,10.100000000000023,70462.0
6108,0,1,1678,28.1,63,10.099999999999966,47151.8
6109,0,1,1514,38.7,66,10.099999999999966,58591.8
6110,0,0,1534,41.3,69,10.100000000000023,63354.2
6111,0,1,1486,41.2,71,10.100000000000023,61223.200000000004
6112,0,0,1925,22.0,74,10.100000000000023,42350.0
6113,0,1,1724,30.0,76,10.100000000000023,51720.0
6114,0,1,1549,35.5,79,10.0,54989.5
6115,0,0,1457,47.7,82,10.099999999999966,69498.90000000001
6116,0,0,1453,43.9,84,10.099999999999966,63786.7
6117,0,0,1578,44.4,86,10.199999999999989,70063.2
6118,0,1,1325,61.4,88,10.200000000000045,81355.0
6119,0,0,1471,39.3,91,10.200000000000045,57810.299999999996
6120,0,1,1472,40.0,93,10.300000000000011,58880.0
6121,0,0,1457,37.4,96,10.200000000000045,54491.799999999996
6122,0,0,1402,55.3,98,10.0,77530.59999999999
6123,0,0,1477,41.5,100,10.0,61295.5
6124,0,1,1727,30.1,102,10.0,51982.700000000004
6125,0,0,1995,20.2,105,10.0,40299.0
6126,0,0,1370,52.5,107,10.0,71925.0
6127,0,0,1228,66.4,109,10.0,81539.20000000001
6128,0,0,1499,38.0,111,10.100000000000023,56962.0
6129,0,1,1508,46.9,113,10.0,70725.2
6130,0,0,1473,44.2,116,9.899999999999977,65106.600000000006
6131,0,2,1640,37.6,118,10.0,61664.0
6132,0,0,1429,42.5,123,10.0,60732.5
6133,0,0,1470,40.9,125,10.0,60123.0
6134,0,0,1581,37.0,127,10.0,58497.0
6135,0,0,1740,28.9,129,9.899999999999977,50286.0
6136,0,2,1390,40.6,131,9.900000000000034,56434.0
6137,0,1,1988,19.7,136,9.900000000000034,39163.6
6138,0,1,1452,43.0,139,9.899999999999977,62436.0
6139,0,0,1586,33.4,142,9.899999999999977,52972.399999999994
6140,0,0,1589,34.3,144,9.899999999999977,54502.7
6141,0,0,1486,45.7,146,10.0,67910.2
6142,0,0,1755,27.9,148,10.0,48964.5
6143,0,1,1575,34.6,150,9.899999999999977,54495.0
6144,0,1,1615,37.7,153,10.0,60885.50000000001
6145,0,1,1436,41.8,156,10.0,60024.799999999996
6146,0,1,1470,40.6,159,10.0,59682.0
6147,0,1,2089,19.8,162,10.0,41362.200000000004
6148,0,0,1564,37.0,165,10.099999999999966,57868.0
6149,0,1,1420,47.4,167,10.100000000000023,67308.0
6150,0,0,1711,29.1,170,10.0,49790.100000000006
6151,0,0,1555,35.3,172,10.099999999999966,54891.49999999999
6152,0,1,1592,35.7,174,10.0,56834.4
6153,1,0,1236,64.4,177,10.100000000000023,79598.40000000001
6154,0,1,1765,24.2,179,9.899999999999977,42713.0
6155,0,0,1634,31.2,182,10.0,50980.799999999996
6156,0,0,1508,41.5,184,10.0,62582.0
6157,0,0,1774,29.6,186,10.099999999999966,52510.4
6158,0,0,1677,29.1,188,9.899999999999977,48800.700000000004
6159,1,0,1399,58.0,190,10.0,81142.0
6160,0,0,1570,34.0,192,9.899999999999977,53380.0
6161,0,0,1479,44.3,194,9.899999999999977,65519.7
6162,0,0,1558,34.9,196,9.800000000000011,54374.2
6163,0,0,1358,48.1,198,9.899999999999977,65319.8
6164,0,2,1656,30.7,200,9.800000000000011,50839.2
6165,0,0,1523,35.8,205,9.800000000000011,54523.399999999994
6166,0,2,1403,40.6,207,9.800000000000011,56961.8
6167,0,1,1362,51.6,212,9.800000000000011,70279.2
6168,0,1,1778,27.1,215,9.900000000000034,48183.8
6169,0,0,1448,38.2,218,9.800000000000011,55313.600000000006
6170,0,2,1559,40.1,220,9.699999999999989,62515.9
6171,0,0,1416,42.2,225,9.800000000000011,59755.200000000004
6172,1,0,1577,37.9,227,9.800000000000011,59768.299999999996
6173,0,0,1633,27.8,0,9.899999999999977,45397.4
6174,0,0,1573,31.2,2,9.800000000000011,49077.6
6175,0,0,1517,44.3,4,9.900000000000034,67203.09999999999
6176,0,0,1515,37.3,6,9.899999999999977,56509.49999999999
6177,0,0,1527,45.3,8,9.800000000000011,69173.09999999999
